,Name,Class,Rarity,Slot,Type,PVE Rating,PVP Rating,Link,Image
389,Praedyth's Revenge,-,Legendary,Kinetic,SniperRifle,4.6,3.6,https://www.light.gg/db/items/3653573172,https://www.bungie.net/common/destiny2_content/icons/47c2eb10dd01f64b4993988956c5c24c.jpg
390,Praedyth's Revenge (Timelost),-,Legendary,Kinetic,SniperRifle,4.2,3.4,https://www.light.gg/db/items/1987769101,https://www.bungie.net/common/destiny2_content/icons/31c5932c1629cfb37976cf916f672fc8.jpg
391,Revoker,-,Legendary,Kinetic,SniperRifle,2.4,4.8,https://www.light.gg/db/items/654608616,https://www.bungie.net/common/destiny2_content/icons/0fd6fe69c154d29d1eab5f5c0a45974a.jpg
392,Shepherd's Watch,-,Legendary,Kinetic,SniperRifle,3.5,4.5,https://www.light.gg/db/items/3743729616,https://www.bungie.net/common/destiny2_content/icons/33f1ad0d62716355acf8e0ac9ae151f1.jpg
393,Shepherd's Watch,-,Legendary,Kinetic,SniperRifle,5,5,https://www.light.gg/db/items/3312073053,https://www.bungie.net/common/destiny2_content/icons/33f1ad0d62716355acf8e0ac9ae151f1.jpg
394,Show of Force XF4865,-,Legendary,Kinetic,SniperRifle,4.3,3.2,https://www.light.gg/db/items/4148143418,https://www.bungie.net/common/destiny2_content/icons/91422c3bc73c8dde19d573b7cd1550a7.jpg
395,Silicon Neuroma,-,Legendary,Kinetic,SniperRifle,3.3,4,https://www.light.gg/db/items/990416096,https://www.bungie.net/common/destiny2_content/icons/0c5f8ba587b0b3d9de740dda53890049.jpg
396,Silicon Neuroma,-,Legendary,Kinetic,SniperRifle,4.1,4.5,https://www.light.gg/db/items/3355385170,https://www.bungie.net/common/destiny2_content/icons/0c5f8ba587b0b3d9de740dda53890049.jpg
397,Silicon Neuroma (Adept),-,Legendary,Kinetic,SniperRifle,4.1,4.2,https://www.light.gg/db/items/1387987271,https://www.bungie.net/common/destiny2_content/icons/0c5f8ba587b0b3d9de740dda53890049.jpg
398,Succession,-,Legendary,Kinetic,SniperRifle,4.8,3.8,https://www.light.gg/db/items/2990047042,https://www.bungie.net/common/destiny2_content/icons/86b418d0b9f753883931354137ede858.jpg
399,The Frigid Jackal,-,Legendary,Kinetic,SniperRifle,1,5,https://www.light.gg/db/items/689453941,https://www.bungie.net/common/destiny2_content/icons/9f4d70d37439edb7d4db83bc485bf28b.jpg
400,The Supremacy,-,Legendary,Kinetic,SniperRifle,5,4.3,https://www.light.gg/db/items/2884596447,https://www.bungie.net/common/destiny2_content/icons/5f33552daed1a8035a7e19c4bf858078.jpg
401,The Supremacy,-,Legendary,Kinetic,SniperRifle,3.9,4.5,https://www.light.gg/db/items/686951703,https://www.bungie.net/common/destiny2_content/icons/57e762b0f41575efde3deaa79496f628.jpg
402,Thoughtless,-,Legendary,Kinetic,SniperRifle,4.8,4.2,https://www.light.gg/db/items/4067556514,https://www.bungie.net/common/destiny2_content/icons/1d7964be3a2985699b2fe6cc9e549119.jpg
403,Tranquility,-,Legendary,Kinetic,SniperRifle,2.7,2.5,https://www.light.gg/db/items/1645386487,https://www.bungie.net/common/destiny2_content/icons/63741982bf430abc11bbf6561963c7f9.jpg
404,Volta Bracket,-,Legendary,Kinetic,SniperRifle,3.5,3,https://www.light.gg/db/items/3920310144,https://www.bungie.net/common/destiny2_content/icons/0efa9633a56c01d46da57fbefeae1a45.jpg
405,Adjudicator,-,Legendary,Kinetic,SubmachineGun,4,5,https://www.light.gg/db/items/2094938673,https://www.bungie.net/common/destiny2_content/icons/f1a53b2ec55fdce10fe64683e1e8854f.jpg
406,Antiope-D,-,Legendary,Kinetic,SubmachineGun,2.7,4.6,https://www.light.gg/db/items/2561659919,https://www.bungie.net/common/destiny2_content/icons/a85e5df076afdb0c8fbcb1782b962109.jpg
407,Antiope-D,-,Legendary,Kinetic,SubmachineGun,0,5,https://www.light.gg/db/items/566976653,https://www.bungie.net/common/destiny2_content/icons/a85e5df076afdb0c8fbcb1782b962109.jpg
408,Atalanta-D,-,Legendary,Kinetic,SubmachineGun,5,5,https://www.light.gg/db/items/2414612777,https://www.bungie.net/common/destiny2_content/icons/7d5134ec670742bc12493778b7c0b48d.jpg
409,Atalanta-D XG1992,-,Legendary,Kinetic,SubmachineGun,3.8,4.2,https://www.light.gg/db/items/2422664927,https://www.bungie.net/common/destiny2_content/icons/247bb3d3be8b5e71014f3ae029e7dea3.jpg
410,Beidenhander,-,Legendary,Kinetic,SubmachineGun,1,5,https://www.light.gg/db/items/516243773,https://www.bungie.net/common/destiny2_content/icons/2d9cfadc7efd7c6c3a5d865fad9c066a.jpg
411,Blood Feud,-,Legendary,Kinetic,SubmachineGun,4.1,2.5,https://www.light.gg/db/items/1509167284,https://www.bungie.net/common/destiny2_content/icons/df104328e75f159373626e1a5ead783d.jpg
412,Cold Front,-,Legendary,Kinetic,SubmachineGun,4.4,3.5,https://www.light.gg/db/items/1506719573,https://www.bungie.net/common/destiny2_content/icons/ebc6bfd70598e98eb4b819ef7f894a11.jpg
413,Cold Front,-,Legendary,Kinetic,SubmachineGun,3.4,3.7,https://www.light.gg/db/items/2814093983,https://www.bungie.net/common/destiny2_content/icons/7cb838289b6d156068b3b9073b63f26b.jpg
414,Enyo-D,-,Legendary,Kinetic,SubmachineGun,4,3.7,https://www.light.gg/db/items/1601177201,https://www.bungie.net/common/destiny2_content/icons/b4484050d795d340b0ca60d686f36e4c.jpg
415,Escape Velocity,-,Legendary,Kinetic,SubmachineGun,4.4,3.4,https://www.light.gg/db/items/1786797708,https://www.bungie.net/common/destiny2_content/icons/ddc64c12ae3ea957fc4cf467483610a5.jpg
416,Escape Velocity,-,Legendary,Kinetic,SubmachineGun,0,0,https://www.light.gg/db/items/1459443448,https://www.bungie.net/common/destiny2_content/icons/ddc64c12ae3ea957fc4cf467483610a5.jpg
417,Exit Strategy,-,Legendary,Kinetic,SubmachineGun,4.7,3.8,https://www.light.gg/db/items/4227181568,https://www.bungie.net/common/destiny2_content/icons/84ef86c66632d3c64aea5741615d8bcd.jpg
418,Extraordinary Rendition,-,Legendary,Kinetic,SubmachineGun,4.8,3.5,https://www.light.gg/db/items/1097616550,https://www.bungie.net/common/destiny2_content/icons/fa530f3e219d27e40f203c11dccc1a8d.jpg
419,Forensic Nightmare,-,Legendary,Kinetic,SubmachineGun,3.7,1.9,https://www.light.gg/db/items/1526296434,https://www.bungie.net/common/destiny2_content/icons/9ac3a0ba63e6e4e44e4157c95d8da018.jpg
420,Friction Fire,-,Legendary,Kinetic,SubmachineGun,4.3,2.8,https://www.light.gg/db/items/1513993763,https://www.bungie.net/common/destiny2_content/icons/66f1d96959dacc0a753e74f3c9bd0e2f.jpg
421,Hard Truths,-,Legendary,Kinetic,SubmachineGun,2.6,3.4,https://www.light.gg/db/items/105567493,https://www.bungie.net/common/destiny2_content/icons/153921f14f06b37d6e78b3fd7b447c2d.jpg
422,Imminent Storm,-,Legendary,Kinetic,SubmachineGun,0,0,https://www.light.gg/db/items/2611861926,https://www.bungie.net/common/destiny2_content/icons/4d1e0e9b4e84155f9327c11f47cdb38b.jpg
423,Motion to Suppress,-,Legendary,Kinetic,SubmachineGun,0,0,https://www.light.gg/db/items/3950088638,https://www.bungie.net/common/destiny2_content/icons/db05503bb6f730600fc04f0d22c86c4b.jpg
424,Multimach CCX,-,Legendary,Kinetic,SubmachineGun,2.2,2,https://www.light.gg/db/items/4265183314,https://www.bungie.net/common/destiny2_content/icons/1ff0d7f3b911a57d223cd69d9ff8e9d7.jpg
425,Multimach CCX,-,Legendary,Kinetic,SubmachineGun,3.6,4.3,https://www.light.gg/db/items/3717177717,https://www.bungie.net/common/destiny2_content/icons/1ff0d7f3b911a57d223cd69d9ff8e9d7.jpg
426,New City,-,Legendary,Kinetic,SubmachineGun,2.6,5,https://www.light.gg/db/items/2414612776,https://www.bungie.net/common/destiny2_content/icons/f1584f41a3585b10f2793732fcd2532e.jpg
427,Pillager,-,Legendary,Kinetic,SubmachineGun,4.3,3.4,https://www.light.gg/db/items/2653316158,https://www.bungie.net/common/destiny2_content/icons/3ab417fd78e45527aaf26b0eb0ed8f2c.jpg
428,Pizzicato-22,-,Legendary,Kinetic,SubmachineGun,4.2,4.2,https://www.light.gg/db/items/4100775158,https://www.bungie.net/common/destiny2_content/icons/7e3f1e52d7fe56553ad76faeea38823a.jpg
429,Prolonged Engagement,-,Legendary,Kinetic,SubmachineGun,5,4.2,https://www.light.gg/db/items/2349907931,https://www.bungie.net/common/destiny2_content/icons/98c1cd58ef6a2cc569afa7303d5c93c9.jpg
430,Rapacious Appetite,-,Legendary,Kinetic,SubmachineGun,4.4,4.4,https://www.light.gg/db/items/1081724548,https://www.bungie.net/common/destiny2_content/icons/bfd7f8d9a9ab08749b0e67458f93ba87.jpg
431,Submission,-,Legendary,Kinetic,SubmachineGun,4.8,3.7,https://www.light.gg/db/items/3886416794,https://www.bungie.net/common/destiny2_content/icons/4d596b18d607700aca914f348fa188f6.jpg
432,Submission (Adept),-,Legendary,Kinetic,SubmachineGun,4.5,3.5,https://www.light.gg/db/items/1941816543,https://www.bungie.net/common/destiny2_content/icons/fb723dd77d609e7a312924f800b50953.jpg
433,Synchronic Roulette,-,Legendary,Kinetic,SubmachineGun,3.4,2,https://www.light.gg/db/items/811403305,https://www.bungie.net/common/destiny2_content/icons/b8c9c1694f6ad3bab2a9a3d84cb115cc.jpg
434,The Conqueror 2,-,Legendary,Kinetic,SubmachineGun,4.7,4.5,https://www.light.gg/db/items/3991544423,https://www.bungie.net/common/destiny2_content/icons/63be30c7347946c0133d2a20e5d40d3e.jpg
435,The Immortal,-,Legendary,Kinetic,SubmachineGun,4.3,5,https://www.light.gg/db/items/4039572196,https://www.bungie.net/common/destiny2_content/icons/27fd46005e15864b88c291732f17ba7e.jpg
436,The Immortal (Adept),-,Legendary,Kinetic,SubmachineGun,4.2,4.9,https://www.light.gg/db/items/3193598749,https://www.bungie.net/common/destiny2_content/icons/3aa0f62f0d4ff16c80089676023f1f13.jpg
437,The Showrunner,-,Legendary,Kinetic,SubmachineGun,0,0,https://www.light.gg/db/items/1200414607,https://www.bungie.net/common/destiny2_content/icons/ee4879068b81dbfbc7e6645963a01edb.jpg
438,Trackless Waste,-,Legendary,Kinetic,SubmachineGun,4.4,4.7,https://www.light.gg/db/items/2681395357,https://www.bungie.net/common/destiny2_content/icons/17052d81c3a6334ec566f49bc4ca6e32.jpg
439,Age-Old Bond,-,Legendary,Energy,AutoRifle,5,4.2,https://www.light.gg/db/items/424291879,https://www.bungie.net/common/destiny2_content/icons/f6bea329c6f50d716e6385d59de7bd4c.jpg
440,Age-Old Bond,-,Legendary,Energy,AutoRifle,3.8,4.1,https://www.light.gg/db/items/601592879,https://www.bungie.net/common/destiny2_content/icons/bbcfd3be25a188e62ebc82258ec1009e.jpg
441,Ammit AR2,-,Legendary,Energy,AutoRifle,5,4.5,https://www.light.gg/db/items/2119346509,https://www.bungie.net/common/destiny2_content/icons/6498f5e14ba8fa839f6baebd58dc3e6b.jpg
442,Arc Logic,-,Legendary,Energy,AutoRifle,4.2,3.3,https://www.light.gg/db/items/2723909519,https://www.bungie.net/common/destiny2_content/icons/d87860738feae841541c187618cdf0c8.jpg
443,Arctic Haze,-,Legendary,Energy,AutoRifle,4.4,3.3,https://www.light.gg/db/items/20935540,https://www.bungie.net/common/destiny2_content/icons/10b1b067ba02cb50195d7e3e8dc44e55.jpg
444,Chrysura Melo,-,Legendary,Energy,AutoRifle,4,3.1,https://www.light.gg/db/items/1337707096,https://www.bungie.net/common/destiny2_content/icons/52f79ce87b2041391ea2e33af8ee0906.jpg
445,Come to Pass,-,Legendary,Energy,AutoRifle,3.6,2.4,https://www.light.gg/db/items/927567426,https://www.bungie.net/common/destiny2_content/icons/42c740833f7ac00b78355473a1161ed7.jpg
446,Coronach-22,-,Legendary,Energy,AutoRifle,4,3.8,https://www.light.gg/db/items/355382946,https://www.bungie.net/common/destiny2_content/icons/bd9dce05da40a9896b779d33c8e669c7.jpg
447,Dark Decider,-,Legendary,Energy,AutoRifle,3,0,https://www.light.gg/db/items/1144014195,https://www.bungie.net/common/destiny2_content/icons/b336ce5c0bc713b472abec1634ecb3b8.jpg
448,Dark Decider,-,Legendary,Energy,AutoRifle,4.1,3.8,https://www.light.gg/db/items/540880995,https://www.bungie.net/common/destiny2_content/icons/e8e542e24c589f775302262b8d42d14b.jpg
449,Dark Decider,-,Legendary,Energy,AutoRifle,1.8,2,https://www.light.gg/db/items/1942069133,https://www.bungie.net/common/destiny2_content/icons/1c3cef35a22f341ee14d10ec91e962b2.jpg
450,Galliard-42,-,Legendary,Energy,AutoRifle,5,5,https://www.light.gg/db/items/3778520451,https://www.bungie.net/common/destiny2_content/icons/37bf0061bf5c79aec9f20a9e6f84f350.jpg
451,Galliard-42 XN7568,-,Legendary,Energy,AutoRifle,3.8,4.8,https://www.light.gg/db/items/1775804198,https://www.bungie.net/common/destiny2_content/icons/4621c0aef96da475217344c8c6b4e168.jpg
452,Gnawing Hunger,-,Legendary,Energy,AutoRifle,4.5,4.3,https://www.light.gg/db/items/821154603,https://www.bungie.net/common/destiny2_content/icons/115c37f514ec6e4291f57bc4123b80a9.jpg
453,Hollow Earth,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/1842303080,https://www.bungie.net/common/destiny2_content/icons/5ee3f94ac378398d5467d1f78725d16b.jpg
454,Jiangshi AR4,-,Legendary,Energy,AutoRifle,5,5,https://www.light.gg/db/items/3778520449,https://www.bungie.net/common/destiny2_content/icons/b53d1f605c21b8a03092e17b62edbc5a.jpg
455,Kibou AR3,-,Legendary,Energy,AutoRifle,5,5,https://www.light.gg/db/items/4014434381,https://www.bungie.net/common/destiny2_content/icons/0a90a5ee812c15bf77e59f328984ce34.jpg
456,Martyr's Make,-,Legendary,Energy,AutoRifle,5,5,https://www.light.gg/db/items/3336215727,https://www.bungie.net/common/destiny2_content/icons/6a500249075f31091b71b076ba92e13b.jpg
457,Medley-45,-,Legendary,Energy,AutoRifle,3,4.5,https://www.light.gg/db/items/3920811074,https://www.bungie.net/common/destiny2_content/icons/141e2ca2e951ab3db8e8665bfb463bf5.jpg
458,Misfit,-,Legendary,Energy,AutoRifle,4.5,4.3,https://www.light.gg/db/items/819441402,https://www.bungie.net/common/destiny2_content/icons/b6eadbae66ab117fb154e178f26b5691.jpg
459,Null Calamity 9,-,Legendary,Energy,AutoRifle,4,5,https://www.light.gg/db/items/3188460622,https://www.bungie.net/common/destiny2_content/icons/e71fda12719c54a1cc73967f49b0a0be.jpg
460,Perseverance,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/1327432221,https://www.bungie.net/common/destiny2_content/icons/d26059f439eec346152037441fcd38d7.jpg
461,Positive Outlook,-,Legendary,Energy,AutoRifle,4,5,https://www.light.gg/db/items/3393130645,https://www.bungie.net/common/destiny2_content/icons/3940b6675659936b426dd2cca7226086.jpg
462,Positive Outlook,-,Legendary,Energy,AutoRifle,3.8,4,https://www.light.gg/db/items/491078457,https://www.bungie.net/common/destiny2_content/icons/0acb679cc0b502e4daea0321c9d76a1a.jpg
463,Prosecutor,-,Legendary,Energy,AutoRifle,4,4,https://www.light.gg/db/items/1909527966,https://www.bungie.net/common/destiny2_content/icons/7d8c2710ae61764012137e5c68beaf36.jpg
464,Reckless Oracle,-,Legendary,Energy,AutoRifle,4.8,3.9,https://www.light.gg/db/items/3385326721,https://www.bungie.net/common/destiny2_content/icons/af58615844b44293f5911ccaae913804.jpg
465,Restoration VIII,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/705774642,https://www.bungie.net/common/destiny2_content/icons/7465916e2701d451b244957132b1017a.jpg
466,Shadow Price,-,Legendary,Energy,AutoRifle,4,2.7,https://www.light.gg/db/items/2633186522,https://www.bungie.net/common/destiny2_content/icons/6d69715efffb9467760ef88c48bc8063.jpg
467,Shadow Price (Adept),-,Legendary,Energy,AutoRifle,3.5,2.3,https://www.light.gg/db/items/2147010335,https://www.bungie.net/common/destiny2_content/icons/712f5e756b1b6f8a6178b1f34d3676f4.jpg
468,Solemn Hymn,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/3762467077,https://www.bungie.net/common/destiny2_content/icons/585258b18911573bacaf6f66a8d23147.jpg
469,Sorrow's Verse,-,Legendary,Energy,AutoRifle,4,4.2,https://www.light.gg/db/items/2496875173,https://www.bungie.net/common/destiny2_content/icons/f5d206bfe67f41fa931195d1a30fc1ca.jpg
470,Sweet Sorrow,-,Legendary,Energy,AutoRifle,4.3,3.8,https://www.light.gg/db/items/1248372789,https://www.bungie.net/common/destiny2_content/icons/8c85363f6a8d5f582b994b4cd98403d6.jpg
471,The Number,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/3854359821,https://www.bungie.net/common/destiny2_content/icons/217a45eb720f6d16ef2843833ce404e8.jpg
472,The Number,-,Legendary,Energy,AutoRifle,3.6,3.9,https://www.light.gg/db/items/2492081469,https://www.bungie.net/common/destiny2_content/icons/217a45eb720f6d16ef2843833ce404e8.jpg
473,The Ringing Nail,-,Legendary,Energy,AutoRifle,4.6,3.5,https://www.light.gg/db/items/93253474,https://www.bungie.net/common/destiny2_content/icons/fe5f0360bc8bea0d5d341a223c9b1b41.jpg
474,The Summoner,-,Legendary,Energy,AutoRifle,4.2,4.8,https://www.light.gg/db/items/1907698332,https://www.bungie.net/common/destiny2_content/icons/bb89e708c7dbc7c628054ca877dcd2fc.jpg
475,The Summoner (Adept),-,Legendary,Energy,AutoRifle,4.1,4.4,https://www.light.gg/db/items/3514144928,https://www.bungie.net/common/destiny2_content/icons/96a750d62d14760a7fe56dedade64ee6.jpg
476,Uriel's Gift,-,Legendary,Energy,AutoRifle,3.5,3.4,https://www.light.gg/db/items/3863882743,https://www.bungie.net/common/destiny2_content/icons/a03bcc58fc302ab93447b4e218f64bfc.jpg
477,Uriel's Gift,-,Legendary,Energy,AutoRifle,1,5,https://www.light.gg/db/items/3762467076,https://www.bungie.net/common/destiny2_content/icons/a03bcc58fc302ab93447b4e218f64bfc.jpg
478,Valakadyn,-,Legendary,Energy,AutoRifle,3.6,4.5,https://www.light.gg/db/items/1518042135,https://www.bungie.net/common/destiny2_content/icons/d018e15be53f4e4266c136acf9f89e12.jpg
479,Valakadyn,-,Legendary,Energy,AutoRifle,0,0,https://www.light.gg/db/items/3762467079,https://www.bungie.net/common/destiny2_content/icons/d018e15be53f4e4266c136acf9f89e12.jpg
480,Arsenic Bite-4b,-,Legendary,Energy,CombatBow,4.7,4,https://www.light.gg/db/items/720351795,https://www.bungie.net/common/destiny2_content/icons/26c9015106b07cf6b1e40217aa7f2418.jpg
481,Hush,-,Legendary,Energy,CombatBow,4.8,3.5,https://www.light.gg/db/items/1584643826,https://www.bungie.net/common/destiny2_content/icons/a89d50bc5df2f7da55acd9129e61c858.jpg
482,Imperial Needle,-,Legendary,Energy,CombatBow,4.3,3.3,https://www.light.gg/db/items/3460122497,https://www.bungie.net/common/destiny2_content/icons/086bd8ead994a13d364bb54e3f4d0b7d.jpg
483,Point of the Stag,-,Legendary,Energy,CombatBow,3.8,4.7,https://www.light.gg/db/items/3434944005,https://www.bungie.net/common/destiny2_content/icons/367dcfa3acb774c2e6b480b33f0f4bfa.jpg
484,Strident Whistle,-,Legendary,Energy,CombatBow,4.8,3.8,https://www.light.gg/db/items/2591241074,https://www.bungie.net/common/destiny2_content/icons/73f10d8544f9bc194fc0e627ae808643.jpg
485,Subtle Calamity,-,Legendary,Energy,CombatBow,4.5,4.5,https://www.light.gg/db/items/3410721600,https://www.bungie.net/common/destiny2_content/icons/c5480219fb300e50ca3a23e4b0840d38.jpg
486,The Vow,-,Legendary,Energy,CombatBow,3.4,3.2,https://www.light.gg/db/items/2009106091,https://www.bungie.net/common/destiny2_content/icons/82238241a59a4424e06501d5b558c9e1.jpg
487,Tripwire Canary,-,Legendary,Energy,CombatBow,4.5,3.2,https://www.light.gg/db/items/3849444474,https://www.bungie.net/common/destiny2_content/icons/54ff9a3129e8ba1bd59b743fe7f1fab2.jpg
488,Tyranny of Heaven,-,Legendary,Energy,CombatBow,5,3.7,https://www.light.gg/db/items/3388655311,https://www.bungie.net/common/destiny2_content/icons/b4d39e31c777026b40e6acf2f7c6f720.jpg
489,Tyranny of Heaven,-,Legendary,Energy,CombatBow,3.8,2.4,https://www.light.gg/db/items/2721249463,https://www.bungie.net/common/destiny2_content/icons/b4d39e31c777026b40e6acf2f7c6f720.jpg
490,Under Your Skin,-,Legendary,Energy,CombatBow,4.7,4,https://www.light.gg/db/items/232928045,https://www.bungie.net/common/destiny2_content/icons/55f0894be17c8fac859990cb7c39e96c.jpg
491,Wolftone Draw,-,Legendary,Energy,CombatBow,4.3,3.7,https://www.light.gg/db/items/3472875143,https://www.bungie.net/common/destiny2_content/icons/5f9ef662f62e33de2a7b9b314e262394.jpg
492,Cartesian Coordinate,-,Legendary,Energy,FusionRifle,4.4,3.4,https://www.light.gg/db/items/2481881293,https://www.bungie.net/common/destiny2_content/icons/216fb88fbc64390d606b8c7524a6df86.jpg
493,Cartesian Coordinate,-,Legendary,Energy,FusionRifle,5,5,https://www.light.gg/db/items/2502422772,https://www.bungie.net/common/destiny2_content/icons/ee5bef783b342d4e578c972f3f14d7c5.jpg
494,Conjecture TSc,-,Legendary,Energy,FusionRifle,0,0,https://www.light.gg/db/items/3005879472,https://www.bungie.net/common/destiny2_content/icons/68600253aacfb5292beb74c752d8e5a3.jpg
